,,nRMSE,nRMSE,MaxError,MaxError,MSE,MSE,Conservation,Conservation
,,mean,std,mean,std,mean,std,mean,std
Optimization,Model,,,,,,,,
FNO_Advection_ARB,FNO,0.02175462780700576,0.0008499108755621392,0.4455785587910683,0.03230589696951593,0.012643359120815031,0.0006482022877219389,0.001991286693561462,0.0003957383961786263
FNO_Advection_BRO,FNO,0.021513482651267297,0.0010264545509796241,0.4423713982105255,0.03978250106756289,0.012483209252166443,0.0007475520167785336,0.0019798560265021827,0.00040575024009721405
FNO_Advection_MPI,FNO,0.021660394547507168,0.0009197762281473564,0.44311423376202586,0.037990110493762434,0.01260099564678967,0.0006716858271323335,0.00198942112037912,0.0003733593313320035
FNO_Advection_STD,FNO,0.019227731321007014,0.0006347948913177937,0.40704370513558386,0.03809946864135117,0.010913916281424463,0.000363099588168311,0.0012578135676449165,0.0002519674953985469
FNO_Burgers_ARB,FNO,0.03329790853895247,0.031914403346096215,0.19160142624750734,0.18760524264410675,0.010370816546492278,0.011060961556629549,0.001093615309218876,0.0005958390737054606
FNO_Burgers_BRO,FNO,0.033822279481682926,0.031392579138744645,0.1951157108647749,0.18841369493605026,0.010398485494079068,0.010989069751184235,0.0011157486493175383,0.0005687534540485199
FNO_Burgers_MPI,FNO,0.03396551480982453,0.032085929563133546,0.19196214764378966,0.18715277386258314,0.010447788320016116,0.011241986473792761,0.0010949513973173453,0.0005631485888440326
FNO_Burgers_STD,FNO,0.030758415383752437,0.030520642136710296,0.18666184819303452,0.18816481265748244,0.009614781613345258,0.010488734306025519,0.0011009978374204366,0.0007474870595674694
