,,nRMSE,nRMSE,MaxError,MaxError,MSE,MSE,Conservation,Conservation
,,mean,std,mean,std,mean,std,mean,std
Model,File,,,,,,,,
FNO,1D_Advection_Sols_beta0.1.hdf5,0.02044410528615117,0.0008046217918406511,0.07965124044567347,0.002708694237894251,0.011659473995678127,0.0005621625046479893,0.0012309007797739469,0.0002542982478771654
FNO,1D_Advection_Sols_beta0.4.hdf5,0.020889436919242145,0.001089646186405165,0.07936416082084179,0.0031897005151559315,0.01200830414891243,0.000754844524136874,0.0015459303176612593,0.000387787856907635
FNO,1D_Advection_Sols_beta1.0.hdf5,0.02145131230354309,0.0014939979963595556,0.08183520548045635,0.00432469575476867,0.012430995632894338,0.001031214271223475,0.0016836291542858817,0.0004621133901659958
FNO,1D_Advection_Sols_beta4.0.hdf5,0.02121575870551169,0.00171480226739652,0.07895829938352109,0.0062840841607739945,0.012508767563849688,0.0011385818364562778,0.001414466575079132,0.0004365889744532605
FNO,1D_Burgers_Sols_Nu0.001.hdf5,0.08542173504829406,0.002857073528736444,0.21016729958355426,0.002532840625389627,0.02831103829666972,0.000985430122074211,0.0015831985074328259,0.00021505840094151885
FNO,1D_Burgers_Sols_Nu0.01.hdf5,0.025470683677122,0.0018254447217942891,0.05142385913059115,0.002602343659350817,0.008540050778537988,0.0005221067949486112,0.0011371232772944494,0.0001263961925242072
FNO,1D_Burgers_Sols_Nu0.1.hdf5,0.009043190185911954,0.0034042407943812164,0.009138712333515287,0.003697458123287463,0.0019146067759720608,0.00042976004776017906,0.000579483351611998,0.00016221876559068598
FNO,1D_Burgers_Sols_Nu1.0.hdf5,0.011843983130529524,0.004687315213134983,0.008773969148751348,0.00341251082385894,0.002029673714423552,0.0002999579734706053,0.00031664317484683127,0.00012171504244196873
